"","id","decimalLongitude","decimalLatitude","catalogNumber","datasetName","obisID","scientificNameID","genus","family","order","species","speciesID","sex","datasetID"
"100",1922304,-59.2832984924316,46.7216987609863,"ARC 149744","Fishbase occurrences hosted by GBIF-Sweden",507953,"urn:lsid:marinespecies.org:taxname:236461","Scomberesox","Scomberesocidae","Beloniformes","Scomberesox saurus",507952,NA,NA
"101",1922609,-59.8768997192383,46.8400001525879,"ARC 146712","Fishbase occurrences hosted by GBIF-Sweden",627911,"urn:lsid:marinespecies.org:taxname:126436","Gadus","Gadidae","Gadiformes","Gadus morhua",627911,NA,NA
"102",1922631,-59.2332992553711,46.7332992553711,"ARC 114212","Fishbase occurrences hosted by GBIF-Sweden",507947,"urn:lsid:marinespecies.org:taxname:127023","Scomber","Scombridae","Perciformes","Scomber scombrus",507947,NA,NA
"103",1922643,-59.8166999816895,47.1666984558105,"ARC 112524","Fishbase occurrences hosted by GBIF-Sweden",495147,"urn:lsid:marinespecies.org:taxname:126441","Pollachius","Gadidae","Gadiformes","Pollachius virens",495147,NA,NA
"104",1942584,-59.6666984558105,46.6666984558105,"ARC 155749","Fishbase occurrences hosted by GBIF-Sweden",438467,"urn:lsid:marinespecies.org:taxname:126450","Enchelyopus","Lotidae","Gadiformes","Enchelyopus cimbrius",438467,NA,NA
"105",2002914,-59.88330078125,46.8333015441895,"ARC 114181","Fishbase occurrences hosted by GBIF-Sweden",447296,"urn:lsid:marinespecies.org:taxname:127136","Glyptocephalus","Pleuronectidae","Pleuronectiformes","Glyptocephalus cynoglossus",447296,NA,NA
"106",2002956,-59.88330078125,46.8358001708984,"ARC 158318","Fishbase occurrences hosted by GBIF-Sweden",524067,"urn:lsid:marinespecies.org:taxname:126503","Urophycis","Phycidae","Gadiformes","Urophycis chuss",524067,NA,NA
"107",2023133,-59.8166999816895,47.1666984558105,"ARC 112525","Fishbase occurrences hosted by GBIF-Sweden",508085,"urn:lsid:marinespecies.org:taxname:158907","Scophthalmus","Scophthalmidae","Pleuronectiformes","Scophthalmus aquosus",508085,NA,NA
"108",2023134,-59.6666984558105,46.6666984558105,"ARC 112785","Fishbase occurrences hosted by GBIF-Sweden",508085,"urn:lsid:marinespecies.org:taxname:158907","Scophthalmus","Scophthalmidae","Pleuronectiformes","Scophthalmus aquosus",508085,NA,NA
"109",2025577,-60,47.1183280944824,"1862-o","Eastern Canada Benthic Macro Fauna",739909,"urn:lsid:marinespecies.org:taxname:1",NA,NA,NA,NA,NA,NA,NA
"110",2063333,-59.6666984558105,46.6666984558105,"ARC 149100","Fishbase occurrences hosted by GBIF-Sweden",438467,"urn:lsid:marinespecies.org:taxname:126450","Enchelyopus","Lotidae","Gadiformes","Enchelyopus cimbrius",438467,NA,NA
"111",2083687,-59.7832984924316,47.11669921875,"ARC 149737","Fishbase occurrences hosted by GBIF-Sweden",438467,"urn:lsid:marinespecies.org:taxname:126450","Enchelyopus","Lotidae","Gadiformes","Enchelyopus cimbrius",438467,NA,NA
"112",2083991,-59.88330078125,46.8333015441895,"ARC 112798","Fishbase occurrences hosted by GBIF-Sweden",454204,"urn:lsid:marinespecies.org:taxname:127137","Hippoglossoides","Pleuronectidae","Pleuronectiformes","Hippoglossoides platessoides",454204,NA,NA
"113",2103877,-59.6666984558105,46.6666984558105,"ARC 148267","Fishbase occurrences hosted by GBIF-Sweden",507947,"urn:lsid:marinespecies.org:taxname:127023","Scomber","Scombridae","Perciformes","Scomber scombrus",507947,NA,NA
